0000004C, AMS_PackVoltage, 0.0
0001DE64, FLSpeedKPH, 0.0
0001DE64, FRSpeedKPH, 0.0
0001DE66, TCTorqueMax, 3.392
0001DE66, TCLeftSlip, -0.999
0001DE66, TCRightSlip, -0.999
0001DE66, TCTorqueAdjustment, 0.0
0001DE72, StateBatteryChargeHV, 92.80000000000001
0001DE72, StateBatteryHealthHV, 0.0
0001DE72, StateBatteryPowerHV, 100.80000000000001
0001DE72, TempCellMax, 24.75
0001DE72, TempCellMin, 21.5
0001DE72, StateBMS, HV_Disable
0001DE72, VoltageCellMuxSelect, 6
0001DE72, VoltageCell19, 3.7725
0001DE72, VoltageCell20, 3.7742
0001DE72, VoltageCell21, 3.7165000000000004
0001DE74, AdjustedVoltageCellMuxSelect, 6
0001DE74, AdjustedVoltageCell19, 3.7725
0001DE74, AdjustedVoltageCell20, 3.7742
0001DE74, AdjustedVoltageCell21, 3.7164
0001DE76, TempChannelMuxSelect, 6
0001DE76, TempChannel19, 21.60000000000001
0001DE76, TempChannel20, 21.760000000000005
0001DE76, TempChannel21, 21.810000000000002
0001DE78, VoltageBusHV, 0.06
0001DE78, VoltageCellMax, 3.9128000000000003
0001DE78, VoltageCellMin, 3.6955
0001DE78, CurrentBusHV, 0.0
0001DE7C, AMS_PackVoltage, 525.58
0001DE85, ThrottlePercent, 0
0001DE85, BrakePercent, 7
0001DE85, brakePressure, 10
0001DE85, SteeringAngle, -102
0001DE85, BrakeWhileThrottle, 0
0001DE85, VCU_wheelSpeed_RL, 0.0
0001DE85, VCU_wheelSpeed_RR, 0.0
0001DE87, RLSpeedKPH, 0.0
0001DE87, RRSpeedKPH, 0.0
0001DE87, FLSpeedKPH, 0.0
0001DE87, FRSpeedKPH, 0.0
0001DE89, TCTorqueMax, 3.392
0001DE89, TCLeftSlip, -0.999
0001DE89, TCRightSlip, -0.999
0001DE89, TCTorqueAdjustment, 0.0
0001DE9E, VoltageCellMuxSelect, 7
0001DE9E, VoltageCell22, 3.7271
0001DE9E, VoltageCell23, 3.7269
0001DE9E, VoltageCell24, 3.7254
0001DEA0, VoltageBusLV, 12077
0001DEA0, CurrentBusLV, 413
0001DEA0, AdjustedVoltageCellMuxSelect, 7
0001DEA0, AdjustedVoltageCell22, 3.7271
0001DEA0, AdjustedVoltageCell23, 3.7268000000000003
0001DEA0, AdjustedVoltageCell24, 3.7255000000000003
0001DEA4, TempChannelMuxSelect, 7
0001DEA4, TempChannel22, 21.710000000000008
0001DEA4, TempChannel23, 21.67
0001DEA4, TempChannel24, 21.519999999999996
0001DEA8, VCU_wheelSpeed_RL, 0.0
0001DEA8, VCU_wheelSpeed_RR, 0.0
0001DEAA, RLSpeedKPH, 0.0
0001DEAA, RRSpeedKPH, 0.0
0001DEAA, FLSpeedKPH, 0.0
0001DEAA, FRSpeedKPH, 0.0
0001DEAC, TCTorqueMax, 3.392
0001DEAC, TCLeftSlip, -0.999
0001DEAC, TCRightSlip, -0.999
0001DEAC, TCTorqueAdjustment, 0.0
0001DEB7, ThrottlePercent, 0
0001DEB7, BrakePercent, 6
0001DEB7, brakePressure, 10
0001DEB7, SteeringAngle, -102
0001DEB7, BrakeWhileThrottle, 0
0001DECB, VCU_wheelSpeed_RL, 0.0
0001DECB, VCU_wheelSpeed_RR, 0.0
0001DECD, RLSpeedKPH, 0.0
0001DECD, RRSpeedKPH, 0.0
0001DECD, FLSpeedKPH, 0.0
0001DECD, FRSpeedKPH, 0.0
0001DECF, TCTorqueMax, 3.392
0001DECF, TCLeftSlip, -0.999
0001DECF, TCRightSlip, -0.999
0001DECF, TCTorqueAdjustment, 0.0
0001DEE0, StateBatteryChargeHV, 92.80000000000001
0001DEE0, StateBatteryHealthHV, 0.0
0001DEE0, StateBatteryPowerHV, 100.80000000000001
0001DEE0, TempCellMax, 24.75
0001DEE0, TempCellMin, 21.5
0001DEE0, StateBMS, HV_Disable
0001DEE0, VoltageBusHV, 0.06
0001DEE0, VoltageCellMax, 3.9128000000000003
0001DEE0, VoltageCellMin, 3.6955
0001DEE0, CurrentBusHV, 0.0
0001DEE0, VoltageCellMuxSelect, 8
0001DEE0, VoltageCell25, 3.7784
0001DEE0, VoltageCell26, 3.7289000000000003
0001DEE0, VoltageCell27, 3.6962
0001DEE2, AMS_PackVoltage, 525.58
0001DEE3, AdjustedVoltageCellMuxSelect, 8
0001DEE3, AdjustedVoltageCell25, 3.7784
0001DEE3, AdjustedVoltageCell26, 3.7289000000000003
0001DEE3, AdjustedVoltageCell27, 3.6955
0001DEE4, TempChannelMuxSelect, 8
0001DEE4, TempChannel25, 21.560000000000002
0001DEE4, TempChannel26, 21.560000000000002
0001DEE4, TempChannel27, 21.629999999999995
0001DEE9, ThrottlePercent, 0
0001DEE9, BrakePercent, 8
0001DEE9, brakePressure, 10
0001DEE9, SteeringAngle, -102
0001DEE9, BrakeWhileThrottle, 0
0001DEEE, VCU_wheelSpeed_RL, 0.0
0001DEEE, VCU_wheelSpeed_RR, 0.0
0001DEF0, RLSpeedKPH, 0.0
0001DEF0, RRSpeedKPH, 0.0
0001DEF0, FLSpeedKPH, 0.0
0001DEF0, FRSpeedKPH, 0.0
0001DEF2, TCTorqueMax, 3.392
0001DEF2, TCLeftSlip, -0.999
0001DEF2, TCRightSlip, -0.999
0001DEF2, TCTorqueAdjustment, 0.0
0001DF02, VoltageCellMuxSelect, 9
0001DF02, VoltageCell28, 3.8032000000000004
0001DF02, VoltageCell29, 3.7731000000000003
0001DF02, VoltageCell30, 3.7719
0001DF06, AdjustedVoltageCellMuxSelect, 9
0001DF06, AdjustedVoltageCell28, 3.8039
0001DF06, AdjustedVoltageCell29, 3.7732
0001DF06, AdjustedVoltageCell30, 3.7720000000000002
0001DF08, TempChannelMuxSelect, 9
0001DF08, TempChannel28, 21.409999999999997
0001DF08, TempChannel29, 21.379999999999995
0001DF08, TempChannel30, 21.439999999999998
0001DF11, VCU_wheelSpeed_RL, 0.0
0001DF11, VCU_wheelSpeed_RR, 0.0
0001DF13, RLSpeedKPH, 0.0
0001DF13, RRSpeedKPH, 0.0
0001DF13, FLSpeedKPH, 0.0
0001DF13, FRSpeedKPH, 0.0
0001DF15, TCTorqueMax, 3.392
0001DF15, TCLeftSlip, -0.999
0001DF15, TCRightSlip, -0.999
0001DF15, TCTorqueAdjustment, 0.0
0001DF1B, ThrottlePercent, 0
0001DF1B, BrakePercent, 8
0001DF1B, brakePressure, 10
0001DF1B, SteeringAngle, -102
0001DF1B, BrakeWhileThrottle, 0
0001DF34, VCU_wheelSpeed_RL, 0.0
0001DF34, VCU_wheelSpeed_RR, 0.0
0001DF34, VoltageCellMuxSelect, 10
0001DF34, VoltageCell31, 3.77
0001DF34, VoltageCell32, 3.7261
0001DF34, VoltageCell33, 3.7247000000000003
0001DF36, RLSpeedKPH, 0.0
0001DF36, RRSpeedKPH, 0.0
0001DF36, FLSpeedKPH, 0.0
0001DF36, FRSpeedKPH, 0.0
0001DF38, TCTorqueMax, 3.392
0001DF38, TCLeftSlip, -0.999
0001DF38, TCRightSlip, -0.999
0001DF38, TCTorqueAdjustment, 0.0
0001DF48, VoltageBusHV, 0.01
0001DF48, VoltageCellMax, 3.9128000000000003
0001DF48, VoltageCellMin, 3.6955
0001DF48, CurrentBusHV, 0.0
0001DF4A, AMS_PackVoltage, 525.58
0001DF4D, ThrottlePercent, 0
0001DF4D, BrakePercent, 8
0001DF4D, brakePressure, 10
0001DF4D, SteeringAngle, -102
0001DF4D, BrakeWhileThrottle, 0
0001DF4D, StateBatteryChargeHV, 92.80000000000001
0001DF4D, StateBatteryHealthHV, 0.0
0001DF4D, StateBatteryPowerHV, 100.80000000000001
0001DF4D, TempCellMax, 24.75
0001DF4D, TempCellMin, 21.5
0001DF4D, StateBMS, HV_Disable
0001DF4E, AdjustedVoltageCellMuxSelect, 10
0001DF4E, AdjustedVoltageCell31, 3.77
0001DF4E, AdjustedVoltageCell32, 3.7261
0001DF4E, AdjustedVoltageCell33, 3.7247000000000003
0001DF60, TempChannelMuxSelect, 10
0001DF60, TempChannel31, 24.519999999999996
0001DF60, TempChannel32, 21.409999999999997
0001DF60, TempChannel33, 21.439999999999998
0001DF60, VCU_wheelSpeed_RL, 0.0
0001DF60, VCU_wheelSpeed_RR, 0.0
0001DF61, RLSpeedKPH, 0.0
0001DF61, RRSpeedKPH, 0.0
0001DF61, FLSpeedKPH, 0.0
0001DF61, FRSpeedKPH, 0.0
0001DF61, TCTorqueMax, 3.392
0001DF61, TCLeftSlip, -0.999
0001DF61, TCRightSlip, -0.999
0001DF61, TCTorqueAdjustment, 0.0
0001DF66, VoltageCellMuxSelect, 11
0001DF66, VoltageCell34, 3.7252
0001DF66, VoltageCell35, 3.7256
0001DF66, VoltageCell36, 3.7287000000000003
0001DF69, AdjustedVoltageCellMuxSelect, 11
0001DF69, AdjustedVoltageCell34, 3.7252
0001DF69, AdjustedVoltageCell35, 3.7255000000000003
0001DF69, AdjustedVoltageCell36, 3.7287000000000003
0001DF6B, TempChannelMuxSelect, 11
0001DF6B, TempChannel34, 24.519999999999996
0001DF6B, TempChannel35, 21.460000000000008
0001DF6B, TempChannel36, 21.47
0001DF7A, VCU_wheelSpeed_RL, 0.0
0001DF7A, VCU_wheelSpeed_RR, 0.0
0001DF7C, RLSpeedKPH, 0.0
0001DF7C, RRSpeedKPH, 0.0
0001DF7C, FLSpeedKPH, 0.0
0001DF7C, FRSpeedKPH, 0.0
0001DF7E, TCTorqueMax, 3.392
0001DF7E, TCLeftSlip, -0.999
0001DF7E, TCRightSlip, -0.999
0001DF7E, TCTorqueAdjustment, 0.0
0001DF7F, ThrottlePercent, 0
0001DF7F, BrakePercent, 10
0001DF7F, brakePressure, 10
0001DF7F, SteeringAngle, -102
0001DF7F, BrakeWhileThrottle, 0
0001DF99, VoltageCellMuxSelect, 12
0001DF99, VoltageCell37, 3.7154000000000003
0001DF99, VoltageCell38, 3.7817000000000003
0001DF99, VoltageCell39, 3.7721
0001DF9B, AdjustedVoltageCellMuxSelect, 12
0001DF9B, AdjustedVoltageCell37, 3.7152000000000003
0001DF9B, AdjustedVoltageCell38, 3.7819000000000003
0001DF9B, AdjustedVoltageCell39, 3.7720000000000002
0001DF9D, VCU_wheelSpeed_RL, 0.0
0001DF9D, VCU_wheelSpeed_RR, 0.0
0001DF9F, RLSpeedKPH, 0.0
0001DF9F, RRSpeedKPH, 0.0
0001DF9F, FLSpeedKPH, 0.0
0001DF9F, FRSpeedKPH, 0.0
0001DF9F, TempChannelMuxSelect, 12
0001DF9F, TempChannel37, 21.460000000000008
0001DF9F, TempChannel38, 21.49000000000001
0001DF9F, TempChannel39, 21.33
0001DFA1, TCTorqueMax, 3.392
0001DFA1, TCLeftSlip, -0.999
0001DFA1, TCRightSlip, -0.999
0001DFA1, TCTorqueAdjustment, 0.0
0001DFAF, VoltageBusHV, 0.04
0001DFAF, VoltageCellMax, 3.9129
0001DFAF, VoltageCellMin, 3.6955
0001DFAF, CurrentBusHV, 0.0
0001DFB1, AMS_PackVoltage, 525.58
0001DFB1, ThrottlePercent, 0
0001DFB1, BrakePercent, 5
0001DFB1, brakePressure, 10
0001DFB1, SteeringAngle, -102
0001DFB1, BrakeWhileThrottle, 0
0001DFBA, StateBatteryChargeHV, 92.80000000000001
0001DFBA, StateBatteryHealthHV, 0.0
0001DFBA, StateBatteryPowerHV, 100.80000000000001
0001DFBA, TempCellMax, 24.75
0001DFBA, TempCellMin, 21.5
0001DFBA, StateBMS, HV_Disable
0001DFC0, VCU_wheelSpeed_RL, 0.0
0001DFC0, VCU_wheelSpeed_RR, 0.0
0001DFC2, RLSpeedKPH, 0.0
0001DFC2, RRSpeedKPH, 0.0
0001DFC2, FLSpeedKPH, 0.0
0001DFC2, FRSpeedKPH, 0.0
0001DFC4, TCTorqueMax, 3.392
0001DFC4, TCLeftSlip, -0.999
0001DFC4, TCRightSlip, -0.999
0001DFC4, TCTorqueAdjustment, 0.0
0001DFCA, VoltageCellMuxSelect, 13
0001DFCA, VoltageCell40, 3.7732
0001DFCA, VoltageCell41, 3.7921
0001DFCA, VoltageCell42, 3.8231
0001DFCC, AdjustedVoltageCellMuxSelect, 13
0001DFCC, AdjustedVoltageCell40, 3.7732
0001DFCC, AdjustedVoltageCell41, 3.7920000000000003
0001DFCC, AdjustedVoltageCell42, 3.8231
0001DFD0, TempChannelMuxSelect, 13
0001DFD0, TempChannel40, 21.5
0001DFD0, TempChannel41, 21.47
0001DFD0, TempChannel42, 21.549999999999997
0001DFE3, ThrottlePercent, 0
0001DFE3, BrakePercent, 4
0001DFE3, brakePressure, 10
0001DFE3, SteeringAngle, -102
0001DFE3, BrakeWhileThrottle, 0
0001DFE3, VCU_wheelSpeed_RL, 0.0
0001DFE3, VCU_wheelSpeed_RR, 0.0
0001DFE5, RLSpeedKPH, 0.0
0001DFE5, RRSpeedKPH, 0.0
0001DFE5, FLSpeedKPH, 0.0
0001DFE5, FRSpeedKPH, 0.0
0001DFE7, TCTorqueMax, 3.392
0001DFE7, TCLeftSlip, -0.999
0001DFE7, TCRightSlip, -0.999
0001DFE7, TCTorqueAdjustment, 0.0
0001DFFC, VoltageCellMuxSelect, 14
0001DFFC, VoltageCell43, 3.8240000000000003
0001DFFC, VoltageCell44, 3.822
0001DFFC, VoltageCell45, 3.8242000000000003
0001E000, AdjustedVoltageCellMuxSelect, 14
0001E000, AdjustedVoltageCell43, 3.8239
0001E000, AdjustedVoltageCell44, 3.822
0001E000, AdjustedVoltageCell45, 3.8243
0001E002, TempChannelMuxSelect, 14
0001E002, TempChannel43, 21.480000000000004
0001E002, TempChannel44, 21.409999999999997
0001E002, TempChannel45, 21.510000000000005
0001E006, VCU_wheelSpeed_RL, 0.0
0001E006, VCU_wheelSpeed_RR, 0.0
0001E008, RLSpeedKPH, 0.0
0001E008, RRSpeedKPH, 0.0
0001E008, FLSpeedKPH, 0.0
0001E008, FRSpeedKPH, 0.0
0001E00A, TCTorqueMax, 3.392
0001E00A, TCLeftSlip, -0.999
0001E00A, TCRightSlip, -0.999
0001E00A, TCTorqueAdjustment, 0.0
0001E015, ThrottlePercent, 0
0001E015, BrakePercent, 10
0001E015, brakePressure, 10
0001E015, SteeringAngle, -102
0001E015, BrakeWhileThrottle, 0
0001E016, VoltageBusHV, 0.03
0001E016, VoltageCellMax, 3.9129
0001E016, VoltageCellMin, 3.6955
0001E016, CurrentBusHV, 0.0
0001E018, AMS_PackVoltage, 525.58
0001E027, StateBatteryChargeHV, 92.80000000000001
0001E027, StateBatteryHealthHV, 0.0
0001E027, StateBatteryPowerHV, 100.80000000000001
0001E027, TempCellMax, 24.75
0001E027, TempCellMin, 21.5
0001E027, StateBMS, HV_Disable
0001E029, VCU_wheelSpeed_RL, 0.0
0001E029, VCU_wheelSpeed_RR, 0.0
0001E02B, RLSpeedKPH, 0.0
0001E02B, RRSpeedKPH, 0.0
0001E02B, FLSpeedKPH, 0.0
0001E02B, FRSpeedKPH, 0.0
0001E02D, TCTorqueMax, 3.392
0001E02D, TCLeftSlip, -0.999
0001E02D, TCRightSlip, -0.999
0001E02D, TCTorqueAdjustment, 0.0
0001E02E, VoltageCellMuxSelect, 15
0001E02E, VoltageCell46, 3.8263000000000003
0001E02E, VoltageCell47, 3.7935000000000003
0001E02E, VoltageCell48, 3.9129
0001E030, PDU_Heartbeat_dummydata, 0
0001E031, ChannelCurrentFanLeft, 0.0
0001E031, ChannelCurrentFanRight, 0.0
0001E031, ChannelCurrentPumpLeft, 0.0
0001E031, ChannelCurrentPumpRight, 0.0
0001E031, ChannelCurrentBMU, 0.35000000000000003
0001E031, ChannelCurrentDCU, 0.04
0001E031, ChannelCurrentVCU, 0.53
0001E031, ChannelCurrentWSB, 0.42
0001E031, ChannelCurrentAUX, 0.0
0001E031, ChannelCurrentBrakeLight, 0.0
0001E031, ChannelCurrentMCLeft, 0.0
0001E031, ChannelCurrentMCRight, 0.0
0001E032, CarStateIsLV, -1
0001E032, CarStateIsEM, 0
0001E032, CarStateIsHV, 0
0001E033, TempChannelMuxSelect, 15
0001E033, TempChannel46, 21.290000000000006
0001E033, TempChannel47, 21.370000000000005
0001E033, TempChannel48, 21.379999999999995
0001E040, DCU_Heartbeat_dummydata, 0
0001E047, ThrottlePercent, 0
0001E047, BrakePercent, 9
0001E047, brakePressure, 10
0001E047, SteeringAngle, -102
0001E047, BrakeWhileThrottle, 0
0001E04C, VCU_wheelSpeed_RL, 0.0
0001E04C, VCU_wheelSpeed_RR, 0.0
0001E04E, RLSpeedKPH, 0.0
0001E04E, RRSpeedKPH, 0.0
0001E04E, FLSpeedKPH, 0.0
0001E04E, FRSpeedKPH, 0.0
0001E050, TCTorqueMax, 3.392
0001E050, TCLeftSlip, -0.999
0001E050, TCRightSlip, -0.999
0001E050, TCTorqueAdjustment, 0.0
0001E060, BMU_Heartbeat_dummydata, 0
0001E060, BrakePressureBMU, 477.0
0001E060, FanPeriod, -112
0001E060, VoltageCellMuxSelect, 16
0001E060, VoltageCell49, 3.8832
0001E060, VoltageCell50, 3.8808000000000002
0001E060, VoltageCell51, 3.7910000000000004
0001E062, AdjustedVoltageCellMuxSelect, 16
0001E062, AdjustedVoltageCell49, 3.8832
0001E062, AdjustedVoltageCell50, 3.8808000000000002
0001E062, AdjustedVoltageCell51, 3.7903000000000002
0001E064, TempChannelMuxSelect, 16
0001E064, TempChannel49, 21.320000000000007
0001E064, TempChannel50, 21.379999999999995
0001E064, TempChannel51, 21.39
0001E06F, VCU_wheelSpeed_RL, 0.0
0001E06F, VCU_wheelSpeed_RR, 0.0
0001E071, RLSpeedKPH, 0.0
0001E071, RRSpeedKPH, 0.0
0001E071, FLSpeedKPH, 0.0
0001E071, FRSpeedKPH, 0.0
0001E073, TCTorqueMax, 3.392
0001E073, TCLeftSlip, -0.999
0001E073, TCRightSlip, -0.999
0001E073, TCTorqueAdjustment, 0.0
0001E079, VCU_Heartbeat_dummydata, 0
0001E079, ThrottlePercent, 0
0001E079, BrakePercent, 10
0001E079, brakePressure, 10
0001E079, SteeringAngle, -102
0001E079, BrakeWhileThrottle, 0
0001E07C, VoltageBusHV, 0.01
0001E07C, VoltageCellMax, 3.9129
0001E07C, VoltageCellMin, 3.6956
0001E07C, CurrentBusHV, 0.0
0001E07F, AMS_PackVoltage, 525.58
0001E092, VCU_wheelSpeed_RL, 0.0
0001E092, VCU_wheelSpeed_RR, 0.0
0001E094, RLSpeedKPH, 0.0
0001E094, RRSpeedKPH, 0.0
0001E094, FLSpeedKPH, 0.0
0001E094, FRSpeedKPH, 0.0
0001E094, VoltageBusLV, 12077
0001E094, CurrentBusLV, 421
0001E094, StateBatteryChargeHV, 92.80000000000001
0001E094, StateBatteryHealthHV, 0.0
0001E094, StateBatteryPowerHV, 100.80000000000001
0001E094, TempCellMax, 24.75
0001E094, TempCellMin, 21.5
0001E094, StateBMS, HV_Disable
0001E095, VoltageCellMuxSelect, 17
0001E095, VoltageCell52, 3.8149
0001E095, VoltageCell53, 3.8151
0001E095, VoltageCell54, 3.8152000000000004
0001E096, TCTorqueMax, 3.392
0001E096, TCLeftSlip, -0.999
0001E096, TCRightSlip, -0.999
0001E096, TCTorqueAdjustment, 0.0
0001E097, AdjustedVoltageCellMuxSelect, 17
0001E097, AdjustedVoltageCell52, 3.8148
0001E097, AdjustedVoltageCell53, 3.8151
0001E097, AdjustedVoltageCell54, 3.8153
0001E099, TempChannelMuxSelect, 17
0001E099, TempChannel52, 21.36
0001E099, TempChannel53, 24.519999999999996
0001E099, TempChannel54, 21.540000000000006
0001E0AB, ThrottlePercent, 0
0001E0AB, BrakePercent, 8
0001E0AB, brakePressure, 10
0001E0AB, SteeringAngle, -102
0001E0AB, BrakeWhileThrottle, 0
0001E0B5, VCU_wheelSpeed_RL, 0.0
0001E0B5, VCU_wheelSpeed_RR, 0.0
0001E0B7, RLSpeedKPH, 0.0
0001E0B7, RRSpeedKPH, 0.0
0001E0B7, FLSpeedKPH, 0.0
0001E0B7, FRSpeedKPH, 0.0
0001E0B9, TCTorqueMax, 3.392
0001E0B9, TCLeftSlip, -0.999
0001E0B9, TCRightSlip, -0.999
0001E0B9, TCTorqueAdjustment, 0.0
0001E0C4, VoltageCellMuxSelect, 18
0001E0C4, VoltageCell55, 3.8160000000000003
0001E0C4, VoltageCell56, 3.8175000000000003
0001E0C4, VoltageCell57, 3.7932
0001E0C7, AdjustedVoltageCellMuxSelect, 18
0001E0C7, AdjustedVoltageCell55, 3.8160000000000003
0001E0C7, AdjustedVoltageCell56, 3.8175000000000003
0001E0C7, AdjustedVoltageCell57, 3.7919
0001E0C9, TempChannelMuxSelect, 18
0001E0C9, TempChannel55, 21.61
0001E0C9, TempChannel56, 21.61
0001E0C9, TempChannel57, 21.61
0001E0D8, VCU_wheelSpeed_RL, 0.0
0001E0D8, VCU_wheelSpeed_RR, 0.0
0001E0DA, RLSpeedKPH, 0.0
0001E0DA, RRSpeedKPH, 0.0
0001E0DA, FLSpeedKPH, 0.0
0001E0DA, FRSpeedKPH, 0.0
0001E0DC, TCTorqueMax, 3.392
0001E0DC, TCLeftSlip, -0.999
0001E0DC, TCRightSlip, -0.999
0001E0DC, TCTorqueAdjustment, 0.0
0001E0DD, ThrottlePercent, 0
0001E0DD, BrakePercent, 7
0001E0DD, brakePressure, 10
0001E0DD, SteeringAngle, -102
0001E0DD, BrakeWhileThrottle, 0
0001E0F0, VoltageBusHV, 0.0
0001E0F0, VoltageCellMax, 3.9128000000000003
0001E0F0, VoltageCellMin, 3.6956
0001E0F0, CurrentBusHV, 0.0
0001E0F0, AMS_PackVoltage, 525.58
0001E0FB, VCU_wheelSpeed_RL, 0.0
0001E0FB, VCU_wheelSpeed_RR, 0.0
0001E0FD, RLSpeedKPH, 0.0
0001E0FD, RRSpeedKPH, 0.0
0001E0FD, FLSpeedKPH, 0.0
0001E0FD, FRSpeedKPH, 0.0
0001E0FF, TCTorqueMax, 3.392
0001E0FF, TCLeftSlip, -0.999
0001E0FF, TCRightSlip, -0.999
0001E0FF, TCTorqueAdjustment, 0.0
0001E102, StateBatteryChargeHV, 92.80000000000001
0001E102, StateBatteryHealthHV, 0.0
0001E102, StateBatteryPowerHV, 100.80000000000001
0001E102, TempCellMax, 24.75
0001E102, TempCellMin, 21.5
0001E102, StateBMS, HV_Disable
0001E102, VoltageCellMuxSelect, 19
0001E102, VoltageCell58, 3.9097000000000004
0001E102, VoltageCell59, 3.8703000000000003
0001E102, VoltageCell60, 3.8801
0001E104, AdjustedVoltageCellMuxSelect, 19
0001E104, AdjustedVoltageCell58, 3.9083
0001E104, AdjustedVoltageCell59, 3.8703000000000003
0001E104, AdjustedVoltageCell60, 3.8801
0001E106, TempChannelMuxSelect, 19
0001E106, TempChannel58, 21.61
0001E106, TempChannel59, 21.61
0001E106, TempChannel60, 21.61
0001E10F, ThrottlePercent, 0
0001E10F, BrakePercent, 9
0001E10F, brakePressure, 10
0001E10F, SteeringAngle, -102
0001E10F, BrakeWhileThrottle, 0
0001E11E, VCU_wheelSpeed_RL, 0.0
0001E11E, VCU_wheelSpeed_RR, 0.0
0001E120, RLSpeedKPH, 0.0
0001E120, RRSpeedKPH, 0.0
0001E120, FLSpeedKPH, 0.0
0001E120, FRSpeedKPH, 0.0
0001E122, TCTorqueMax, 3.392
0001E122, TCLeftSlip, -0.999
0001E122, TCRightSlip, -0.999
0001E122, TCTorqueAdjustment, 0.0
0001E128, VoltageCellMuxSelect, 20
0001E128, VoltageCell61, 3.714
0001E128, VoltageCell62, 3.7241
0001E128, VoltageCell63, 3.7254
0001E12A, AdjustedVoltageCellMuxSelect, 20
0001E12A, AdjustedVoltageCell61, 3.7146000000000003
0001E12A, AdjustedVoltageCell62, 3.7241
0001E12A, AdjustedVoltageCell63, 3.7253000000000003
0001E12E, TempChannelMuxSelect, 20
0001E12E, TempChannel61, 21.61
0001E12E, TempChannel62, 21.61
0001E12E, TempChannel63, 21.61
0001E141, ThrottlePercent, 0
0001E141, BrakePercent, 8
0001E141, brakePressure, 10
0001E141, SteeringAngle, -102
0001E141, BrakeWhileThrottle, 0
0001E141, VCU_wheelSpeed_RL, 0.0
0001E141, VCU_wheelSpeed_RR, 0.0
0001E143, RLSpeedKPH, 0.0
0001E143, RRSpeedKPH, 0.0
0001E143, FLSpeedKPH, 0.0
0001E143, FRSpeedKPH, 0.0
0001E145, TCTorqueMax, 3.392
0001E145, TCLeftSlip, -0.999
0001E145, TCRightSlip, -0.999
0001E145, TCTorqueAdjustment, 0.0
0001E14B, VoltageBusHV, 0.0
0001E14B, VoltageCellMax, 3.9129
0001E14B, VoltageCellMin, 3.6955
0001E14B, CurrentBusHV, 0.0
0001E14E, AMS_PackVoltage, 525.58
0001E164, VCU_wheelSpeed_RL, 0.0
0001E164, VCU_wheelSpeed_RR, 0.0
0001E166, RLSpeedKPH, 0.0
0001E166, RRSpeedKPH, 0.0
0001E166, FLSpeedKPH, 0.0
0001E166, FRSpeedKPH, 0.0
0001E168, TCTorqueMax, 3.392
0001E168, TCLeftSlip, -0.999
0001E168, TCRightSlip, -0.999
0001E168, TCTorqueAdjustment, 0.0
0001E16F, StateBatteryChargeHV, 92.80000000000001
0001E16F, StateBatteryHealthHV, 0.0
0001E16F, StateBatteryPowerHV, 100.80000000000001
0001E16F, TempCellMax, 24.75
0001E16F, TempCellMin, 21.5
0001E16F, StateBMS, HV_Disable
0001E16F, VoltageCellMuxSelect, 21
0001E16F, VoltageCell64, 3.7270000000000003
0001E16F, VoltageCell65, 3.7264000000000004
0001E16F, VoltageCell66, 3.7288
0001E171, AdjustedVoltageCellMuxSelect, 21
0001E171, AdjustedVoltageCell64, 3.7271
0001E171, AdjustedVoltageCell65, 3.7264000000000004
0001E171, AdjustedVoltageCell66, 3.7288
0001E173, ThrottlePercent, 0
0001E173, BrakePercent, 6
0001E173, brakePressure, 10
0001E173, SteeringAngle, -102
0001E173, BrakeWhileThrottle, 0
0001E173, TempChannelMuxSelect, 21
0001E173, TempChannel64, 21.61
0001E173, TempChannel65, 21.61
0001E173, TempChannel66, 21.61
0001E187, VCU_wheelSpeed_RL, 0.0
0001E187, VCU_wheelSpeed_RR, 0.0
0001E189, RLSpeedKPH, 0.0
0001E189, RRSpeedKPH, 0.0
0001E189, FLSpeedKPH, 0.0
0001E189, FRSpeedKPH, 0.0
0001E18B, TCTorqueMax, 3.392
0001E18B, TCLeftSlip, -0.999
0001E18B, TCRightSlip, -0.999
0001E18B, TCTorqueAdjustment, 0.0
0001E18C, VoltageCellMuxSelect, 22
0001E18C, VoltageCell67, 3.7135000000000002
0001E18C, VoltageCell68, 3.7839
0001E18C, VoltageCell69, 3.7723
0001E18E, AdjustedVoltageCellMuxSelect, 22
0001E18E, AdjustedVoltageCell67, 3.7138
0001E18E, AdjustedVoltageCell68, 3.7836000000000003
0001E18E, AdjustedVoltageCell69, 3.7724
0001E190, TempChannelMuxSelect, 22
0001E190, TempChannel67, 21.61
0001E190, TempChannel68, 21.61
0001E190, TempChannel69, 21.590000000000003
0001E1A5, ThrottlePercent, 0
0001E1A5, BrakePercent, 8
0001E1A5, brakePressure, 10
0001E1A5, SteeringAngle, -102
0001E1A5, BrakeWhileThrottle, 0
0001E1AA, VCU_wheelSpeed_RL, 0.0
0001E1AA, VCU_wheelSpeed_RR, 0.0
0001E1AC, RLSpeedKPH, 0.0
0001E1AC, RRSpeedKPH, 0.0
0001E1AC, FLSpeedKPH, 0.0
0001E1AC, FRSpeedKPH, 0.0
0001E1AE, TCTorqueMax, 3.392
0001E1AE, TCLeftSlip, -0.999
0001E1AE, TCRightSlip, -0.999
0001E1AE, TCTorqueAdjustment, 0.0
0001E1B2, VoltageBusHV, 0.06
